vehicle_id,timestamp,t,x,y,delta_x,delta_y,front_vehicle,stop_line_token,stop_line_need_stop
ego_vehicle,1535573603.94791,1535573604,443.73403329418,1698.06999587536,0,0,0,,
ego_vehicle,1535573604.44779,1535573604.5,444.253261685824,1699.09610430674,0,0,0,,
ego_vehicle,1535573604.94822,1535573605,444.714420739286,1700.00812239891,0,0,0,,
ego_vehicle,1535573605.44809,1535573605.5,445.057534932354,1700.69382170238,0,0,0,,
ego_vehicle,1535573605.94855,1535573606,445.277527382871,1701.14095689751,0,0,0,,
ego_vehicle,1535573606.44841,1535573606.5,445.402739456715,1701.39260436703,0,0,0,,
ego_vehicle,1535573606.94886,1535573607,445.429493441814,1701.44223461236,0,0,0,,
ego_vehicle,1535573607.4487,1535573607.5,445.427319525631,1701.43280490237,0,0,0,,
ego_vehicle,1535573607.94915,1535573608,445.51460308334,1701.60382873761,0,0,0,,
ego_vehicle,1535573608.44904,1535573608.5,445.7133748843,1701.98082338591,0,0,0,,
ego_vehicle,1535573608.94943,1535573609,446.054809193485,1702.61445629681,0,0,0,,
7823b3111e284b3e83835af444587808,1535573589.89886,1535573590,404.327,1620.272,-40.8042526511718,1.62303961731831,0,,
7823b3111e284b3e83835af444587808,1535573590.3993,1535573590.5,406.489,1618.589,-43.8742670059758,-0.516768280220973,0,,
7823b3111e284b3e83835af444587808,1535573590.8992,1535573591,408.648,1616.907,-46.9121461924539,-2.61202354220585,0,,
7823b3111e284b3e83835af444587808,1535573591.44992,1535573591.5,411.027,1615.055,-50.1106357915972,-4.90181235983112,0,,
7823b3111e284b3e83835af444587808,1535573591.95033,1535573592,412.81,1613.857,-52.7219179629873,-6.66942806932193,0,,
7823b3111e284b3e83835af444587808,1535573592.3999,1535573592.5,414.41,1612.781,-55.0214496720571,-8.70415087554765,0,,
7823b3111e284b3e83835af444587808,1535573592.90036,1535573593,416.592,1611.308,-57.4904763796438,-11.8592557170305,0,,
7823b3111e284b3e83835af444587808,1535573593.44885,1535573593.5,418.982,1609.694,-60.1013969080004,-15.4408709406424,0,,
29f6c21852c14e7d8b33c6ab4a02467c,1535573589.89886,1535573590,430.143,1662.1,8.11119441966848,-3.17906815501499,0,,
29f6c21852c14e7d8b33c6ab4a02467c,1535573590.3993,1535573590.5,430.143,1662.1,5.57068696186717,-3.24536228181946,0,,
29f6c21852c14e7d8b33c6ab4a02467c,1535573590.8992,1535573591,430.143,1662.1,3.11968448572116,-3.2833528316277,0,,
29f6c21852c14e7d8b33c6ab4a02467c,1535573591.44992,1535573591.5,430.198,1662.205,0.756521776050128,-3.30111999429931,0,,
29f6c21852c14e7d8b33c6ab4a02467c,1535573591.95033,1535573592,430.277,1662.354,-1.29062065661568,-3.29216011244812,0,,
29f6c21852c14e7d8b33c6ab4a02467c,1535573592.3999,1535573592.5,430.291,1662.383,-3.22592478995863,-3.2877370067531,0,,
29f6c21852c14e7d8b33c6ab4a02467c,1535573592.90036,1535573593,430.306,1662.411,-5.28596205452834,-3.32003447432676,0,,
29f6c21852c14e7d8b33c6ab4a02467c,1535573593.44885,1535573593.5,430.282,1662.365,-7.59884554832319,-3.38931008175969,0,,
29f6c21852c14e7d8b33c6ab4a02467c,1535573593.94817,1535573594,430.232,1662.27,-9.75315017498672,-3.43092117509084,0,,
29f6c21852c14e7d8b33c6ab4a02467c,1535573594.44861,1535573594.5,430.212,1662.231,-11.9338939266693,-3.41448756472922,0,,
29f6c21852c14e7d8b33c6ab4a02467c,1535573594.94848,1535573595,430.191,1662.191,-14.2531332437164,-3.29462840077971,0,,
29f6c21852c14e7d8b33c6ab4a02467c,1535573595.44835,1535573595.5,430.182,1662.173,-16.5027199229566,-3.11539614475255,0,,
29f6c21852c14e7d8b33c6ab4a02467c,1535573595.89851,1535573596,430.173,1662.157,-18.4379977275117,-2.96752341782454,0,,
29f6c21852c14e7d8b33c6ab4a02467c,1535573596.44814,1535573596.5,430.163,1662.137,-20.4549961959843,-3.13714273932962,0,,
29f6c21852c14e7d8b33c6ab4a02467c,1535573596.94898,1535573597,430.153,1662.119,-21.9898231517042,-3.69532436183293,0,,
29f6c21852c14e7d8b33c6ab4a02467c,1535573597.44896,1535573597.5,430.109,1662.035,-23.4633498687617,-4.22498560183139,0,,
29f6c21852c14e7d8b33c6ab4a02467c,1535573597.94885,1535573598,430.183,1662.176,-24.6051369722106,-4.42451536929416,0,,
29f6c21852c14e7d8b33c6ab4a02467c,1535573598.44872,1535573598.5,430.257,1662.317,-25.6763921906088,-4.40614470828032,0,,
29f6c21852c14e7d8b33c6ab4a02467c,1535573598.95062,1535573599,430.331,1662.458,-26.8522966716835,-4.13147611506698,0,,
40813340cc9349949e9b08b624851d69,1535573589.89886,1535573590,415.935,1649.095,-9.8144049972298,3.86617553682812,0,,
40813340cc9349949e9b08b624851d69,1535573590.3993,1535573590.5,415.883,1648.98,-12.3923886003411,4.01747038724637,0,,
40813340cc9349949e9b08b624851d69,1535573590.8992,1535573591,415.831,1648.866,-14.8772067812626,4.19908750126858,0,,
40813340cc9349949e9b08b624851d69,1535573591.44992,1535573591.5,415.774,1648.739,-17.4005236490562,4.4213506789276,0,,
40813340cc9349949e9b08b624851d69,1535573591.95033,1535573592,415.79,1648.773,-19.5293992188632,4.5574805697812,0,,
40813340cc9349949e9b08b624851d69,1535573592.3999,1535573592.5,415.803,1648.803,-21.4856757514524,4.51265601532239,0,,
40813340cc9349949e9b08b624851d69,1535573592.90036,1535573593,415.751,1648.687,-23.782720544551,4.29417172696518,0,,
40813340cc9349949e9b08b624851d69,1535573593.44885,1535573593.5,415.624,1648.407,-26.4485512885076,3.98418830600855,0,,
40813340cc9349949e9b08b624851d69,1535573593.94817,1535573594,415.509,1648.151,-28.8304877169733,3.7889778898492,0,,
094c252911a84e61994badc63c70ef36,1535573589.89886,1535573590,451.181,1711.778,61.9770372756533,-0.238943011821224,1,,
094c252911a84e61994badc63c70ef36,1535573590.3993,1535573590.5,451.197,1711.808,59.5004065810099,-0.969395055609251,1,,
094c252911a84e61994badc63c70ef36,1535573590.8992,1535573591,451.212,1711.838,57.1032295407023,-1.67063544978241,1,,
094c252911a84e61994badc63c70ef36,1535573591.44992,1535573591.5,451.229,1711.871,54.6775035483037,-2.38007572075051,1,,
094c252911a84e61994badc63c70ef36,1535573591.95033,1535573592,451.245,1711.9,52.5017148940429,-2.7045845398591,1,,
094c252911a84e61994badc63c70ef36,1535573592.3999,1535573592.5,451.258,1711.927,50.5625243483617,-2.55090186025469,1,,
094c252911a84e61994badc63c70ef36,1535573592.90036,1535573593,451.274,1711.957,48.4871405414907,-2.03217708898677,1,,
094c252911a84e61994badc63c70ef36,1535573593.44885,1535573593.5,451.291,1711.989,46.2522733764966,-1.42363252018052,1,,
094c252911a84e61994badc63c70ef36,1535573593.94817,1535573594,451.306,1712.019,44.2202629774958,-1.06144410296701,1,,
094c252911a84e61994badc63c70ef36,1535573594.44861,1535573594.5,451.322,1712.049,42.113744975706,-1.04153076502559,1,,
094c252911a84e61994badc63c70ef36,1535573594.94848,1535573595,451.337,1712.078,39.8855949370327,-1.35118199925827,1,,
094c252911a84e61994badc63c70ef36,1535573595.44835,1535573595.5,451.352,1712.108,37.7100781596091,-1.74810867297832,1,,
094c252911a84e61994badc63c70ef36,1535573595.89851,1535573596,451.366,1712.135,35.8331776075523,-2.01731609496998,1,,
094c252911a84e61994badc63c70ef36,1535573596.44814,1535573596.5,451.328,1712.061,33.7434496758902,-1.67580611568142,1,,
094c252911a84e61994badc63c70ef36,1535573596.94898,1535573597,451.293,1711.994,32.0951708489817,-0.781908853096182,1,,
094c252911a84e61994badc63c70ef36,1535573597.44896,1535573597.5,451.3,1712.008,30.6442391567904,-0.01016980463093,1,,
094c252911a84e61994badc63c70ef36,1535573597.94885,1535573598,451.308,1712.022,29.3200681035154,0.258600503681364,1,,
094c252911a84e61994badc63c70ef36,1535573598.44872,1535573598.5,451.315,1712.036,28.1052342042563,0.255589556765281,1,,
094c252911a84e61994badc63c70ef36,1535573598.95062,1535573599,451.322,1712.05,26.8304778835517,-0.014910360813472,1,,
094c252911a84e61994badc63c70ef36,1535573599.44903,1535573599.5,451.33,1712.064,25.6015417953677,-0.308123713923564,1,,
094c252911a84e61994badc63c70ef36,1535573599.94947,1535573600,451.315,1712.035,24.3340331781861,-0.719358616150071,1,,
094c252911a84e61994badc63c70ef36,1535573600.44939,1535573600.5,451.3,1712.006,23.1380902782456,-1.08665853112793,1,,
094c252911a84e61994badc63c70ef36,1535573600.89944,1535573601,451.286,1711.98,22.0759160749776,-1.33540315128509,1,,
094c252911a84e61994badc63c70ef36,1535573601.39934,1535573601.5,451.271,1711.951,20.9344277535655,-1.41843781387051,1,,
094c252911a84e61994badc63c70ef36,1535573601.89864,1535573602,451.276,1711.961,19.9329944335752,-1.29782126160725,1,,
094c252911a84e61994badc63c70ef36,1535573602.4483,1535573602.5,451.273,1711.955,18.946442162421,-1.04886735232737,1,,
094c252911a84e61994badc63c70ef36,1535573602.94818,1535573603,451.242,1711.895,17.9625759848252,-0.826955290387435,1,,
094c252911a84e61994badc63c70ef36,1535573603.44805,1535573603.5,451.244,1711.9,16.8855257317825,-0.65306096256043,1,,
094c252911a84e61994badc63c70ef36,1535573603.94791,1535573604,451.247,1711.904,15.7297556532949,-0.562979601428642,1,,
094c252911a84e61994badc63c70ef36,1535573604.44779,1535573604.5,451.249,1711.909,14.5848872206445,-0.559895548261362,1,,
094c252911a84e61994badc63c70ef36,1535573604.94822,1535573605,451.286,1711.979,13.6407210535769,-0.578390168864281,1,,
094c252911a84e61994badc63c70ef36,1535573605.44809,1535573605.5,451.322,1712.05,12.951081534438,-0.625196535366823,1,,
094c252911a84e61994badc63c70ef36,1535573605.94855,1535573606,451.317,1712.04,12.4403016274451,-0.656409317585178,1,,
094c252911a84e61994badc63c70ef36,1535573606.44841,1535573606.5,451.353,1712.11,12.2361267644539,-0.68321518740435,1,,
094c252911a84e61994badc63c70ef36,1535573606.94886,1535573607,451.389,1712.18,12.2588462912109,-0.6948722971373,1,,
094c252911a84e61994badc63c70ef36,1535573607.4487,1535573607.5,451.372,1712.146,12.2318170139915,-0.680400859534012,1,,
094c252911a84e61994badc63c70ef36,1535573607.94915,1535573608,451.289,1711.985,11.8664205402522,-0.519716237842256,1,,
094c252911a84e61994badc63c70ef36,1535573608.44904,1535573608.5,451.205,1711.824,11.2662371967631,-0.282494178725948,1,,
094c252911a84e61994badc63c70ef36,1535573608.94943,1535573609,451.227,1711.867,10.5961333194205,-0.149117981458512,1,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573589.89886,1535573590,450.751,1723.094,71.9515900719612,5.12139960345892,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573590.3993,1535573590.5,449.132,1718.154,64.3490082578383,3.61561282973669,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573590.8992,1535573591,447.704,1715.247,58.7366033757404,2.94001327147968,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573591.44992,1535573591.5,445.644,1711.109,51.7159350310079,2.41582545916682,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573591.95033,1535573592,443.371,1707.521,45.3404545523547,2.76220647677747,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573592.3999,1535573592.5,441.567,1704.194,39.5850142360261,3.21014802437823,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573592.90036,1535573593,439.849,1700.511,33.3546374615708,3.66745961627817,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573593.44885,1535573593.5,437.75,1695.922,25.9645590319141,4.04536065431329,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573593.94817,1535573594,436.297,1692.737,20.3590472279135,4.19625290968748,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573594.44861,1535573594.5,434.959,1689.804,14.995342849724,4.16069594696997,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573594.94848,1535573595,433.721,1686.91,9.6327254876468,3.96355139455138,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573595.44835,1535573595.5,432.612,1684.313,4.65742351772894,3.82445392236265,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573595.89851,1535573596,431.817,1682.411,0.732415197825579,3.76226799236576,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573596.44814,1535573596.5,430.847,1680.089,-3.84124664713565,3.68995480347063,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573596.94898,1535573597,430.194,1678.131,-7.58929852430232,3.30025195596304,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573597.44896,1535573597.5,429.364,1676.25,-11.1929043571407,2.98501016826678,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573597.94885,1535573598,428.447,1674.41,-14.6119678132714,2.83939420919949,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573598.44872,1535573598.5,427.529,1672.57,-17.8956497715428,2.80310315527646,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573598.95062,1535573599,426.724,1670.858,-21.0484423428171,2.92842555173283,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573599.44903,1535573599.5,425.947,1669.211,-24.0774251097183,3.13876960730536,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573599.94947,1535573600,425.293,1667.822,-26.783362509007,3.54144705542108,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573600.44939,1535573600.5,424.75,1666.668,-29.1470950335592,3.99112975797821,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573600.89944,1535573601,424.308,1665.75,-31.1363707524873,4.3624782611227,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573601.39934,1535573601.5,423.848,1664.792,-33.2805893919232,4.53368900075696,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573601.89864,1535573602,423.512,1664.093,-35.1025988156985,4.365254506942,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573602.4483,1535573602.5,423.142,1663.323,-37.0035030967624,3.94828510745493,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573602.94818,1535573603,422.929,1662.879,-38.4664270945651,3.52033367802504,0,,
2c8dc02d20604663b76aa71fb2ad57ee,1535573603.44805,1535573603.5,422.815,1662.639,-39.8550436209651,3.13863946403338,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573589.89886,1535573590,375.54,1635.463,-39.8135106595046,34.1572604103828,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573590.3993,1535573590.5,375.648,1635.385,-41.9135906563364,34.5464214356936,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573590.8992,1535573591,375.756,1635.307,-43.9209169225639,34.9576872303162,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573591.44992,1535573591.5,375.874,1635.222,-45.9366864321693,35.4094620412202,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573591.95033,1535573592,375.911,1635.196,-47.9155775329721,35.6832860671457,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573592.3999,1535573592.5,375.944,1635.172,-49.998472683601,35.5197394453067,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573592.90036,1535573593,375.98,1635.146,-52.496333995681,34.9625486945778,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573593.44885,1535573593.5,376.047,1635.098,-55.2567704782123,34.2091799265277,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573593.94817,1535573594,376.107,1635.054,-57.598108138065,33.7286004494544,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573594.44861,1535573594.5,376.168,1635.011,-59.755845567981,33.6619856985455,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573594.94848,1535573595,376.229,1634.967,-61.7477241919177,34.0822610984186,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573595.44835,1535573595.5,376.29,1634.923,-63.5951390083305,34.6880329183069,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573595.89851,1535573596,376.344,1634.884,-65.236745138853,35.1268623579624,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573596.44814,1535573596.5,376.411,1634.836,-67.6017175051177,34.4356769062928,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573596.94898,1535573597,376.472,1634.792,-70.1148510878122,32.5280411429243,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573597.44896,1535573597.5,376.381,1634.857,-72.3354560757884,30.9391440806375,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573597.94885,1535573598,376.291,1634.923,-73.9232348107068,30.4238849007124,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573598.44872,1535573598.5,376.306,1634.912,-75.1437861662914,30.4415503075944,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573598.95062,1535573599,376.321,1634.901,-76.1278193618378,31.1979246559958,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573599.44903,1535573599.5,376.336,1634.89,-77.0140503477174,32.0624936913939,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573599.94947,1535573600,376.351,1634.879,-77.6994518746677,33.3389519710103,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573600.44939,1535573600.5,376.366,1634.868,-78.3130229736239,34.5646988507924,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573600.89944,1535573601,376.38,1634.858,-78.9376174730027,35.4476380391219,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573601.39934,1535573601.5,376.395,1634.848,-79.891734682783,35.7689997597942,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573601.89864,1535573602,376.41,1634.837,-81.1204767657156,35.296586780949,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573602.4483,1535573602.5,376.427,1634.825,-82.5487131652054,34.2799657422641,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573602.94818,1535573603,376.442,1634.814,-83.8698090832986,33.3054043099631,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573603.44805,1535573603.5,376.457,1634.803,-85.2842907712489,32.4647368647796,0,,
b6de911938454ea8a3a0e4d8040d89fd,1535573603.94791,1535573604,376.472,1634.792,-86.6128213550733,32.0221181332712,0,,
bafee87c303c43188b8869eec98a83c7,1535573589.89886,1535573590,380.123,1632.193,-40.7360535835135,28.6033840485171,0,,
bafee87c303c43188b8869eec98a83c7,1535573590.3993,1535573590.5,380.187,1632.147,-42.8942571114789,29.0577760000596,0,,
bafee87c303c43188b8869eec98a83c7,1535573590.8992,1535573591,380.252,1632.1,-44.9584410815819,29.5335136593572,0,,
bafee87c303c43188b8869eec98a83c7,1535573591.44992,1535573591.5,380.144,1632.178,-46.9868723430538,30.2718307927044,0,,
bafee87c303c43188b8869eec98a83c7,1535573591.95033,1535573592,380.045,1632.249,-48.9638937971796,30.7158942078511,0,,
bafee87c303c43188b8869eec98a83c7,1535573592.3999,1535573592.5,380.088,1632.23,-51.0245822819138,30.5422945653914,0,,
bafee87c303c43188b8869eec98a83c7,1535573592.90036,1535573593,380.136,1632.209,-53.4607028060674,29.9662544823024,0,,
bafee87c303c43188b8869eec98a83c7,1535573593.44885,1535573593.5,380.245,1632.145,-56.1554681873549,29.1560934684398,0,,
bafee87c303c43188b8869eec98a83c7,1535573593.94817,1535573594,380.415,1632.035,-58.470903304507,28.5409850466627,0,,
bafee87c303c43188b8869eec98a83c7,1535573594.44861,1535573594.5,380.586,1631.926,-60.6393310699916,28.3469282597751,0,,
bafee87c303c43188b8869eec98a83c7,1535573594.94848,1535573595,380.62,1631.914,-62.6553599902638,28.8122490393044,0,,
bafee87c303c43188b8869eec98a83c7,1535573595.44835,1535573595.5,380.654,1631.903,-64.5398334592414,29.4662286532398,0,,
bafee87c303c43188b8869eec98a83c7,1535573595.89851,1535573596,380.685,1631.892,-66.2050472286283,29.9448395109596,0,,
bafee87c303c43188b8869eec98a83c7,1535573596.44814,1535573596.5,380.723,1631.879,-68.5015857368974,29.2857329889164,0,,
652763f8c9734411ba0abe6f424523f9,1535573589.89886,1535573590,403.062,1593.43,-65.4686366705013,-9.03951407507552,0,,
652763f8c9734411ba0abe6f424523f9,1535573590.3993,1535573590.5,403.062,1593.43,-68.0726882331991,-8.20062884565228,0,,
652763f8c9734411ba0abe6f424523f9,1535573590.8992,1535573591,403.062,1593.43,-70.5740456475594,-7.33429727037215,0,,
652763f8c9734411ba0abe6f424523f9,1535573591.44992,1535573591.5,403.062,1593.43,-73.1048109493186,-6.39246012243673,0,,
652763f8c9734411ba0abe6f424523f9,1535573591.95033,1535573592,403.062,1593.43,-75.3406585920822,-5.90043584168888,0,,
652763f8c9734411ba0abe6f424523f9,1535573592.3999,1535573592.5,403.062,1593.43,-77.3009374215519,-6.10018056108882,0,,
652763f8c9734411ba0abe6f424523f9,1535573592.90036,1535573593,403.062,1593.43,-79.3496488328674,-6.8891029964095,0,,
652763f8c9734411ba0abe6f424523f9,1535573593.44885,1535573593.5,403.062,1593.43,-81.5744616846359,-7.89984850356998,0,,
652763f8c9734411ba0abe6f424523f9,1535573593.94817,1535573594,403.062,1593.43,-83.5824315047888,-8.50721619281405,0,,
652763f8c9734411ba0abe6f424523f9,1535573594.44861,1535573594.5,403.062,1593.43,-85.7139926519885,-8.50055140290698,0,,
652763f8c9734411ba0abe6f424523f9,1535573594.94848,1535573595,403.062,1593.43,-88.0208611102218,-7.80113127338839,0,,
652763f8c9734411ba0abe6f424523f9,1535573595.44835,1535573595.5,403.062,1593.43,-90.297928296799,-6.84020752915061,0,,
652763f8c9734411ba0abe6f424523f9,1535573595.89851,1535573596,403.062,1593.43,-92.2424182997094,-6.13106820638719,0,,
652763f8c9734411ba0abe6f424523f9,1535573596.44814,1535573596.5,403.062,1593.43,-94.2032296949301,-6.9923258565759,0,,
652763f8c9734411ba0abe6f424523f9,1535573596.94898,1535573597,403.062,1593.43,-95.5881179012473,-9.5255904440411,0,,
652763f8c9734411ba0abe6f424523f9,1535573597.44896,1535573597.5,403.062,1593.43,-96.8022877744272,-11.8261407650359,0,,
652763f8c9734411ba0abe6f424523f9,1535573597.94885,1535573598,403.062,1593.43,-98.033639006134,-12.6626016985349,0,,
652763f8c9734411ba0abe6f424523f9,1535573598.44872,1535573598.5,403.062,1593.43,-99.2646769092532,-12.6159869666402,0,,
652763f8c9734411ba0abe6f424523f9,1535573598.95062,1535573599,403.062,1593.43,-100.679444762689,-11.5925233280568,0,,
5f8422b46af54c32899c7b9652b673d8,1535573589.89886,1535573590,507.194,1697.806,74.0481982300782,-56.6920238964201,0,,
5f8422b46af54c32899c7b9652b673d8,1535573590.3993,1535573590.5,509.938,1696.316,70.6715900565908,-60.6828161783074,0,,
5f8422b46af54c32899c7b9652b673d8,1535573590.8992,1535573591,512.678,1694.828,67.2995555972123,-64.6264727422591,0,,
5f8422b46af54c32899c7b9652b673d8,1535573591.44992,1535573591.5,515.697,1693.189,63.7502620121256,-68.884399767226,0,,
5f8422b46af54c32899c7b9652b673d8,1535573591.95033,1535573592,518.44,1691.699,60.8499319315717,-72.3719812502018,0,,
5f8422b46af54c32899c7b9652b673d8,1535573592.3999,1535573592.5,520.904,1690.36,58.837086335317,-74.9886477563059,0,,
6e3f20b9a2314718b6ba3ec9f476279e,1535573589.89886,1535573590,417.065,1686.164,23.9761033773638,19.1454138909428,0,,
6e3f20b9a2314718b6ba3ec9f476279e,1535573590.3993,1535573590.5,417.347,1686.047,21.7233748735588,18.5774247449508,0,,
6e3f20b9a2314718b6ba3ec9f476279e,1535573590.8992,1535573591,417.628,1685.931,19.5492307999014,18.0357248326312,0,,
6e3f20b9a2314718b6ba3ec9f476279e,1535573591.44992,1535573591.5,417.939,1685.802,17.3505568845759,17.4751045986218,0,,
6e3f20b9a2314718b6ba3ec9f476279e,1535573591.95033,1535573592,418.221,1685.685,15.2730162452038,17.0855512714508,0,,
6e3f20b9a2314718b6ba3ec9f476279e,1535573592.3999,1535573592.5,418.106,1685.736,13.2501280081926,17.2628625363733,0,,
6e3f20b9a2314718b6ba3ec9f476279e,1535573592.90036,1535573593,417.977,1685.793,10.9392645067637,17.5403228409294,0,,
6e3f20b9a2314718b6ba3ec9f476279e,1535573593.44885,1535573593.5,417.837,1685.855,8.41602510070709,17.8265429701274,0,,
6e3f20b9a2314718b6ba3ec9f476279e,1535573593.94817,1535573594,417.709,1685.912,6.20425876424967,18.0423360182379,0,,
6e3f20b9a2314718b6ba3ec9f476279e,1535573594.44861,1535573594.5,417.898,1685.832,4.06937111108704,17.8529431682483,0,,
6e3f20b9a2314718b6ba3ec9f476279e,1535573594.94848,1535573595,418.087,1685.753,1.96934651971198,17.6395579854979,0,,
6e3f20b9a2314718b6ba3ec9f476279e,1535573595.44835,1535573595.5,418.275,1685.673,-0.033067849732574,17.4403636664854,0,,
6e3f20b9a2314718b6ba3ec9f476279e,1535573595.89851,1535573596,418.445,1685.602,-1.78916493088733,17.2760076550698,0,,
6e3f20b9a2314718b6ba3ec9f476279e,1535573596.44814,1535573596.5,418.653,1685.514,-3.96824628967941,17.0347862904809,0,,
6e3f20b9a2314718b6ba3ec9f476279e,1535573596.94898,1535573597,418.731,1685.488,-6.01603594803226,16.8294079738325,0,,
